,Datetime,Tweet Id,Text,Username,Place,Coordinates,UserLocation
145,2015-03-12 10:20:09+00:00,575964487813070848,RT @YumchaAddict: mmmm Watching SBS1 #Foodie TV now @LisaMRomano @heidi_han @garydlum @doriangray05 @mattsparks88 MUCH better than melodram…,FoodieTimes1,,,"West Lafayette, IN"
146,2015-03-12 10:13:09+00:00,575962728306753536,"#MKR  foooood 😍
@mykitchenrules",tianau_123,,,"Melbourne, Victoria"
147,2015-03-12 10:12:07+00:00,575962468205244416,"Annie &amp; Lloyd and Vicky &amp; Celine to sudden death. Ugh, Kat &amp; Andre should've been there too 😒 #MKR",BerryPayneful,,,Australia
148,2015-03-12 10:11:34+00:00,575962326454640640,Going to make some pancakes.....Don't hve any strawberries ....🍓🍓🍓🍓but I hve bananas .....🍌🍌🍌🍌. ;))) #MKR,ChristineLockw2,,,Australia
149,2015-03-12 10:00:52+00:00,575959633568759809,Ash &amp; the brunette one People's Choice #mkr 🎈🎈🎈 http://t.co/NwMHtTHuGr,fabulousnwitty,,,"Brisvegas + Sydney, Australia"
150,2015-03-12 09:58:59+00:00,575959160317026306,Ash and Camilla are growing on me #MKR well done 👏,JessieWithAnE,,,Australia
151,2015-03-12 09:55:02+00:00,575958167051448320,One would think you’d taste your food before you serve it....for seasoning 😳 #puzzled #MKR #aus,LizannV,,,"Sydney, Australia"
152,2015-03-12 09:54:59+00:00,575958153260486656,Josh is such a mama's boy and sweetheart 😊 #mkr,kiiiiiiiiiiimm,,,Australia - Sydney
153,2015-03-12 09:54:54+00:00,575958131764645888,@mykitchenrules  #katandandre maybe you should make sure your dish is up to scratch before you laugh at others #nasty #mkr #mkr2015 😂😂😂,knalty,,,
154,2015-03-12 09:53:39+00:00,575957817829400576,RT @Oh_tobs: The producers saw gold when Kat walked in that door... 😻😻 #MKR,SKR_16,,,
155,2015-03-12 09:50:35+00:00,575957045402304513,"“Here’s the deal, cooking is cooking!” Ouch! You tell ‘em, Colin! #mkr #hungrycampers #noexcuses",mykitchenrules,,,
156,2015-03-12 09:50:23+00:00,575956995682930690,Good luck all #MKR teams ! Such a beautiful BBQ family place! 😍 @mykitchenrules,Giigii05K,,,
157,2015-03-12 09:49:22+00:00,575956742179135488,I love Celines humour 😂 #MKR,tracey_yip,,,Australia
158,2015-03-12 09:46:58+00:00,575956137192787969,Missing Robert and Lyndsey! 😢 where's our cowboy #mkr #mkr2015,hazuki3,,,instagram - anniejane3
159,2015-03-12 09:42:06+00:00,575954911453585408,It's disaster for SA! Our teams are shockers! Waahhh! 😫😫 Spewin'! Ripped off! Lol 😉 #mkr,annie_chaplin,,,"KADINA, SOUTH AUSTRALIA "
160,2015-03-12 09:40:31+00:00,575954512889917440,Haha yes... Kat and Andre failing!! KARMA MOTHERFCKERS 😝 #MKR,OliveWahh,,,"Melbourne, Victoria"
161,2015-03-12 09:40:07+00:00,575954413963108353,#Repost Watching #MKR #MKR2015 eating pork spare rib and quinoa cooked in pork fat with co… http://t.co/c8sbQqdgVT http://t.co/1z0noCxDKi,garydlum,,,
162,2015-03-12 09:40:02+00:00,575954390390984704,Breakfast tostadas with no Mexican seasoning and extra arrogance = 😛#MKR,HoneyChild_OZ,,,"Hobart, Tas"
163,2015-03-12 09:39:38+00:00,575954292953198592,Colin described it as a crime against cooking! Not sure we’d be ordering that for breakfast! #mkr #hungrycampers,mykitchenrules,,,
164,2015-03-12 09:37:53+00:00,575953851779452929,"@GidgitVonLaRue exactly, how the hell do you fuck up breakfast 😱🙈🙀💉 #mkr",CorinnaWho,,,Australia
165,2015-03-12 09:35:13+00:00,575953179612848128,"Uncooked egg....😷 vomit
#mkr",jgray0711,,,
166,2015-03-12 09:34:47+00:00,575953071173427200,"Hmm, not sure we’d like to eat Vicky and Celine’s breakfast if it tastes anything like it looks! #mkr #hungrycampers",mykitchenrules,,,
167,2015-03-12 09:32:49+00:00,575952577252171778,RT @mickystre: #MKR hot bodies in @NewIdeamagazine ?  Ok Celine just need you to take a step to the right .. Little more .... Bit further. …,KelAnne_,,,Australia
168,2015-03-12 09:29:54+00:00,575951843269844994,"Maple Bacon and Zucchini Fritters, looks so yummy! 🐷 @mykitchenrules #mkr2015 #mkr",__Miss_Sarah__,,,"Melbourne, Victoria"
169,2015-03-12 09:28:58+00:00,575951605201117184,The Blonde cuties r yet 2 serve! Oh dear 😣 &amp; Meatballs 4 Brekky? Im just lookin 4ward 2 catty Cat &amp; Andre 2 fail @mykitchenrules #mkr,__Miss_Sarah__,,,"Melbourne, Victoria"
170,2015-03-12 09:28:43+00:00,575951544232861696,RT. I know which nasty team I don't want camping near me! @mykitchenrules: Time to go camping! #mkr #hungrycampers”,australiacamper,,,"Adelaide, Australia"
171,2015-03-12 09:28:18+00:00,575951440855736320,I agree with you! “@mrjb88: Sherri and Emilie not serving anything yet oh dear lord I don't need this stress in my life #mkr #mkr2015”,fabiannormann,"Place(fullName='Sydney, New South Wales', name='Sydney', type='city', country='Australia', countryCode='AU')","Coordinates(longitude=151.16426969, latitude=-33.89506366)",Sydney
172,2015-03-12 09:28:13+00:00,575951417921261568,I forgot how annoying Drasko is 😡🔫#mkr2015 #mkr,lismarie56,,,
173,2015-03-12 09:27:19+00:00,575951193354039298,"Meatballs for breakfast , you truly are stupids 😱👎#mkr",CorinnaWho,,,Australia
174,2015-03-12 09:21:52+00:00,575949819824345088,Yum!! Those pancakes from Jac &amp; Shaz look amazing ☺ #mkr,SharkieGirl5,,,Australia
175,2015-03-12 09:20:06+00:00,575949376411017217,Watching #MKR #MKR2015 eating pork spare rib and quinoa cooked in pork fat with coleslaw #dinner… https://t.co/syGnniLddM,Yummy_Lummy,,,Somewhere yummy
176,2015-03-12 09:20:04+00:00,575949368294952960,@hidden_horcrux Paleo Pete 😄 #MKR,Weeezza,,,Melbourne Australia
177,2015-03-12 09:18:29+00:00,575948967197863936,"""@TheHausOfKunte: Id rather feed the hungry campers at last weekends #SydneyMardiGras just quietly 😱😜 #MKR"" so would lloyd",jgray0711,,,
178,2015-03-12 09:18:24+00:00,575948948843552769,RT @tahliaandfamily: Ready to run playing as mkr background music 😍👌 #mkr,nglemily,,,Sydney
179,2015-03-12 09:17:38+00:00,575948754139803648,“@TheHausOfKunte:Too many contestants makes a Kunte quickly loose interest #MKR #WhoAreHalfThesePeople” YES!! How many rounds *were* there?!,caseyfinleyy,,,
180,2015-03-12 09:17:11+00:00,575948640545464321,Glad Colin in back on #mkr but missing Manu!!! Stressful night tonight!!! Good luck guys!! 😁 @mykitchenrules,maddevie,,,"Bournemouth, England"
181,2015-03-12 09:15:51+00:00,575948307593199617,Ready to run playing as mkr background music 😍👌 #mkr,tahliaandfamily,,,
182,2015-03-12 09:15:38+00:00,575948250210942976,Ready To Run playing in the background of #MKR 😍😍😍,HeyyitsSheridan,,,
183,2015-03-12 09:15:19+00:00,575948173585199104,"Sheesh you would know about elephants comin at ya my dear , look in the mirror 😜😱 #mkr",CorinnaWho,,,Australia
184,2015-03-12 09:14:20+00:00,575947923332136961,“@mykitchenrules: Do you prefer a sweet or savoury breakfast? #mkr #hungrycampers” Pancakes all the way!!!,nansy_e,,,"Sydney, Australia"
185,2015-03-12 09:13:47+00:00,575947787474460672,Pancakes are looking delicious #mkr 😋,OlieCoco,,,
186,2015-03-12 09:11:19+00:00,575947167447154689,What the.. Who eats meatballs for breakfast? #MKR 😷,XHSMGX,,,Australia
187,2015-03-14 11:31:54+00:00,576707321025286144,Round 2 of #MKR you guys did an amazing job zeebie05 !! Starting to get anxious about our turn #MKR… https://t.co/w2sCY5Whyr,AdamPorter1,,,Brisbane
188,2015-03-14 11:17:58+00:00,576703811961532416,Pete Evans writes a paleo book for babies and toddlers.... WHAT WERE YOU THINKING??!! #peteevans #mkr #ridiculous 😠,AlannahKHiggins,"Place(fullName='Melbourne, Victoria', name='Melbourne', type='city', country='Australia', countryCode='AU')","Coordinates(longitude=145.08564091, latitude=-38.19827417)","Melbourne, Victoria"
189,2015-03-14 10:17:42+00:00,576688648546058241,just robert from #MKR 💁 https://t.co/61zn3V7WHV,heyheykatee,,,cbr • aus
190,2015-03-14 08:19:07+00:00,576658802910494720,The Lorax has the same doorbell as #MKR 😅,SarahKate_M,,,
191,2015-03-14 06:36:32+00:00,576632989699977216,#mkr #mkrnz #Aotearoa #pasifika #Tātou https://t.co/1BZTHMH4xe,MKRAaronHeather,,,Palmerston North
192,2015-03-14 00:49:27+00:00,576545641381249024,RT @YumchaAddict: mmmm Vietnamese Chilli Chook @lisamromano @garydlum @doriangray05 @binksterb @kittyholiday 🍗🍗🍗 #MKR mmmm http://t.co/EF9J…,Lerue21,,,America™ Corp. 
193,2015-03-14 00:48:20+00:00,576545363324067842,"@mykitchenrules: Only 5 more episodes &amp; I'm up to date on the #MKR recordings lol! :•)
http://t.co/DBSapQDJZl",AnneLuvsJesus,,,
194,2015-03-14 00:36:50+00:00,576542466238713856,RT @sammy_tim84: Cravings met 👍 #MKR #MyKitchenRules #MasterChef #SammysKitchen #SammysCooking #FoodPorn #foodie… https://t.co/prerN5e5jm,FoodieTimes1,,,"West Lafayette, IN"
195,2015-03-14 00:36:20+00:00,576542340556324864,Cravings met 👍 #MKR #MyKitchenRules #MasterChef #SammysKitchen #SammysCooking #FoodPorn #foodie… https://t.co/prerN5e5jm,sammy_tim84,"Place(fullName='Adelaide, South Australia', name='Adelaide', type='city', country='Australia', countryCode='AU')","Coordinates(longitude=138.64115833, latitude=-34.76643333)","Brisbane, Queensland"
196,2015-02-03 19:55:18+00:00,562700876117442561,RT @brianvhughes: Vivek Wadhwa’s appropriation of Women In Tech is so bad it has a hashtag! #stopWadhwa2015 The MR by @ameliagreenhall: htt…,randileeharper,,,"Portland, OR"
197,2015-02-03 20:30:26+00:00,562709720554029057,"RT @nihonmama: ""women should let the boys have their social media, while they save the world.” ~@wadhwa 

Enough said. 

Thanks @ameliagree…",randileeharper,,,"Portland, OR"
198,2015-02-03 21:34:24+00:00,562725815801372674,"RT @coda: Shorter @wadhwa: “LOOK. LOOK. LOOK AT ME.”

https://t.co/l5wjGQv2mD",randileeharper,,,"Portland, OR"
199,2015-02-03 22:32:50+00:00,562740521798733826,"RT @femfreq: Actual conversation, because I’m living in Bizzaro World: ""How many death threats is that now?” Me: “Are you asking all time o…",randileeharper,,,"Portland, OR"
200,2015-02-04 00:24:41+00:00,562768670934708224,@SadSuspenders 😳,randileeharper,,,"Portland, OR"
201,2015-02-04 00:26:20+00:00,562769087219388416,@KaitlynBurnell I dunno. Maybe! I am bad at everything involving flirting and dating tho 😛,randileeharper,,,"Portland, OR"
202,2015-02-04 03:57:59+00:00,562822350413266944,Yo /baph my address was never even that apartment. Why are you so dumb? 😜 https://t.co/usngQfjkjo,randileeharper,,,"Portland, OR"
203,2015-02-04 07:08:44+00:00,562870352007950337,"Hey, #gamergate, 😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘",randileeharper,,,"Portland, OR"
204,2015-02-04 07:38:16+00:00,562877787045101568,@bryneaux 😊,randileeharper,,,"Portland, OR"
205,2015-02-04 07:56:27+00:00,562882361269157888,It's about harassment… and street fights? http://t.co/Vc2ILWf0fd,randileeharper,,,"Portland, OR"
206,2015-02-04 17:45:35+00:00,563030623326310403,"@chaeronaea is it weird that 1st time I saw sacco on Twitter I was like ""that's @chaeronaea's fiancé""? usually it's the other way around.",randileeharper,,,"Portland, OR"
207,2015-02-04 17:55:59+00:00,563033238785241088,@adriarichards happy birthday 😃,randileeharper,,,"Portland, OR"
208,2015-02-04 19:21:00+00:00,563054632570982402,@RealityForger @lastcontract 👍,randileeharper,,,"Portland, OR"
209,2015-02-04 21:11:56+00:00,563082550504349699,"RT @kerrizor: “To start, @Wadhwa needs to shut up about women in tech already!”

http://t.co/Z8IbGNjVsX",randileeharper,,,"Portland, OR"
210,2015-02-05 04:56:45+00:00,563199528220647425,@UnitePink my apt complex turns away all packages ❤️,randileeharper,,,"Portland, OR"
211,2015-02-05 07:08:47+00:00,563232753991163904,it's becoming clear that I need to find more people in SF that are press/corporate competent so I can write some gd code 😜,randileeharper,,,"Portland, OR"
212,2015-02-05 07:57:27+00:00,563245001023299586,"@ashelia no. No no no. I am a sock trollop, don't be an enabler. I don't need more socks after ⚡️⚡️THIS⚡️⚡️ http://t.co/4XtOSYXDL7",randileeharper,,,"Portland, OR"
213,2015-02-05 12:00:25+00:00,563306145444425728,RT @NoToFeminism: I don’t need femisnn i heard femists were trying to write a book sequel called To Mock a Meningbird,randileeharper,,,"Portland, OR"
214,2015-02-05 12:01:02+00:00,563306298788151300,"RT @NoToFeminism: I don’t need femisnsn because men carry heavy things that i cannot!!! like shopping, boxes, and a huge sense of superiori…",randileeharper,,,"Portland, OR"
215,2015-02-05 12:59:20+00:00,563320973277945856,😘 http://t.co/2QGNWHP3DE,randileeharper,,,"Portland, OR"
216,2015-02-05 13:07:06+00:00,563322925944553472,"@Xanthe_Cat nice to know I made him mad, then 😜",randileeharper,,,"Portland, OR"
217,2015-02-05 19:18:02+00:00,563416275779457025,@DoctorAvenue sorry 😟,randileeharper,,,"Portland, OR"
218,2015-02-05 19:40:06+00:00,563421828131983361,Now doing this to all my cables. “@officedepot: Keeping your gear ready at a moments notice! #GearLove http://t.co/8HvNZgNFjT”,randileeharper,,,"Portland, OR"
219,2015-02-06 00:48:11+00:00,563499361401720833,Just in case anyone is down for some meatballs… http://t.co/2nFAlurR8s,randileeharper,,,"Portland, OR"
220,2015-02-06 21:16:20+00:00,563808436521938945,RT @EFF: It’s #FOIAFriday. Do you know where your records are? Nominate your FOIA horror stories for The Foilies! http://t.co/XOKRA4MlLk,randileeharper,,,"Portland, OR"
221,2015-02-06 22:27:45+00:00,563826405784305666,But have you ever had kibble… on WEEEEEEED? http://t.co/LB9rWFfkKB,randileeharper,,,"Portland, OR"
222,2015-02-09 01:26:34+00:00,564596184572903425,"❤️❤️ Oakland ❤️❤️

#blacklivesmatter http://t.co/2H7F76vNTM",randileeharper,,,"Portland, OR"
223,2015-02-09 23:10:40+00:00,564924370666020864,"@ARCBloodNorCal got stuck working. Will be making it later this week. ❤️ Many props to the Red Cross, I try to donate twice a year.",randileeharper,,,"Portland, OR"
224,2015-02-09 23:12:32+00:00,564924842420350976,@ARCBloodNorCal will do! 😘,randileeharper,,,"Portland, OR"
225,2015-02-09 23:17:32+00:00,564926100673789952,"@chic_gamer I've done a lot of public speaking, but never a keynote. This is going to be awesome. 😜",randileeharper,,,"Portland, OR"
226,2015-02-10 06:03:59+00:00,565028387232546816,"@dylanw also, totes constructive mention, there. I'm sure you are a great instigator. 😘",randileeharper,,,"Portland, OR"
227,2015-02-11 21:28:13+00:00,565623363209793536,@celiadeeter THAT WAS AMAZING. I LOVE YOU ❤️❤️❤️,randileeharper,,,"Portland, OR"
228,2015-02-11 22:45:25+00:00,565642791993495553,@AntonM ☺️,randileeharper,,,"Portland, OR"
229,2015-02-12 01:53:32+00:00,565690134428131328,@BRIGHTPRIMATE @ChrisWarcraft give it time.❤️,randileeharper,,,"Portland, OR"
230,2015-02-12 02:17:48+00:00,565696238893666306,@ShaofHappiness ❤️❤️❤️❤️,randileeharper,,,"Portland, OR"
231,2015-02-12 05:18:31+00:00,565741718729809920,@GrayFylan ❤️❤️,randileeharper,,,"Portland, OR"
232,2015-02-12 05:20:43+00:00,565742274105978880,@TheQuinnspiracy you are amazing and I love you. ❤️❤️,randileeharper,,,"Portland, OR"
233,2015-02-12 05:59:24+00:00,565752006250618880,RT @sheconsulting: 63% of women know someone who’s been harassed online. RT @amyvernon: via @RadCampaign #SVU #IntimidationGame http://t.co…,randileeharper,,,"Portland, OR"
234,2015-02-12 21:53:16+00:00,565992055206592512,RT @arstechnica: Notorious 8chan “subboard” has history wiped after federal judge’s doxing http://t.co/MKGXgjReAz by @samred,randileeharper,,,"Portland, OR"
235,2015-02-13 20:42:37+00:00,566336665124216832,"RT @BuzzFeed: A man had his girlfriend drawn as Disney princesses for the perfect Valentine’s gift
http://t.co/JdATZp71Sq http://t.co/6WR8S…",randileeharper,,,"Portland, OR"
236,2015-02-14 18:13:06+00:00,566661426383945728,“The Fat Girl Behind the Fitness App” by @naomialderman https://t.co/VGb5Dluy3a,randileeharper,,,"Portland, OR"
237,2015-02-14 20:46:23+00:00,566699998331404288,I ❤️ @sarahjeong,randileeharper,,,"Portland, OR"
238,2015-02-14 21:53:17+00:00,566716837274988545,@Spacekatgal just be careful that you protect yourself. You know I ❤️ you.,randileeharper,,,"Portland, OR"
239,2015-02-15 06:07:32+00:00,566841217669799936,All though it is amusing that GamerGate wants to get on my nerves enough that they are willing to support @Spacekatgal. 😘,randileeharper,,,"Portland, OR"
240,2015-02-16 00:11:35+00:00,567114026853740546,RT @Sir5000: @freebsdgirl Summer? But it's…hm. http://t.co/ckP0hUzQPr,randileeharper,,,"Portland, OR"
241,2015-02-18 00:15:25+00:00,567839769310306304,@DiscordianKitty I never use caps lock. I always hold down shift 😘,randileeharper,,,"Portland, OR"
242,2015-02-18 23:31:24+00:00,568191078345478144,@NotAllBhas i ❤️ all of your selfies.,randileeharper,,,"Portland, OR"
243,2015-02-20 15:49:52+00:00,568799704789561344,@lukemckinney 😊😊😊,randileeharper,,,"Portland, OR"
244,2015-02-20 20:46:27+00:00,568874344824197120,"Not sure if I'm speaking there this year or not, but they were the first conference at which I ever presented. 👍",randileeharper,,,"Portland, OR"
245,2015-02-21 19:36:58+00:00,569219245810130944,@MrTheGeoff ❤️😘,randileeharper,,,"Portland, OR"
246,2015-02-21 19:37:35+00:00,569219399191638017,@bergholt ❤️😘,randileeharper,,,"Portland, OR"
247,2015-02-26 17:55:11+00:00,571005572679512064,@danimal ❤️❤️❤️😘,randileeharper,,,"Portland, OR"
248,2015-02-27 05:28:06+00:00,571179949907771392,RT @XaiaX: @freebsdgirl eyes are bullshit. They can’t even tell the center pieces on both sides of this image are the same grey. http://t.c…,randileeharper,,,"Portland, OR"
249,2015-02-27 21:35:46+00:00,571423471223222272,SOON ™,randileeharper,,,"Portland, OR"
250,2015-03-02 03:23:58+00:00,572235875435741184,Productive weekend! 👍😘,randileeharper,,,"Portland, OR"
251,2015-03-02 20:17:17+00:00,572490884530323457,"RT @lomifeh: @freebsdgirl It’s worse.  Happened in May, they realized it in September and reported it just now.",randileeharper,,,"Portland, OR"
252,2015-03-03 04:11:13+00:00,572610154102849537,@RyRyBeardGuy ❤️❤️,randileeharper,,,"Portland, OR"
253,2015-03-03 20:06:45+00:00,572850620480155648,@SuperSpacedad @ggautoblocker ❤️❤️😊,randileeharper,,,"Portland, OR"
254,2015-03-04 03:59:31+00:00,572969595155308544,@JillWetzler I ❤️ u,randileeharper,,,"Portland, OR"
255,2015-03-04 20:45:51+00:00,573222848094842881,RT @holman: “Use Ruby To Get Some Ladies” at @onekingslane http://t.co/oQz6ZwqQhz,randileeharper,,,"Portland, OR"
256,2015-03-05 02:09:34+00:00,573304314694922240,@leighalexander ❤️,randileeharper,,,"Portland, OR"
257,2015-03-05 06:28:16+00:00,573369416840187904,Still grinning. 😁 http://t.co/2isypVUpyg,randileeharper,,,"Portland, OR"
258,2015-03-05 06:30:50+00:00,573370063803195392,@hypatiadotca so happy. ❤️❤️❤️ thanks!,randileeharper,,,"Portland, OR"
259,2015-03-05 07:02:45+00:00,573378093533929473,@WingZero351 thank you ❤️😘,randileeharper,,,"Portland, OR"
260,2015-03-05 08:30:23+00:00,573400149206040576,All the feels. Let me tell you about them. http://t.co/mywCBLrPKt,randileeharper,,,"Portland, OR"
261,2015-03-05 22:10:13+00:00,573606465212014592,"Yes, I'm aware of GGs efforts with the IRS. No, it won't matter. Don't bother responding to them. Better uses for bandwidth. ❤️",randileeharper,,,"Portland, OR"
262,2015-03-05 22:14:27+00:00,573607534042349568,We are passionate about this. We have the experience &amp; are surrounded by a great &amp; supportive industry. Thank you for all your support. ❤️😘,randileeharper,,,"Portland, OR"
263,2015-03-06 04:19:32+00:00,573699408237199363,@BenKuchera ❤️❤️❤️❤️,randileeharper,,,"Portland, OR"
264,2015-03-06 05:55:09+00:00,573723471651303424,"Ok, so #gameloading was awesome and I hope I can buy it on iTunes ❤️❤️❤️😘🎮",randileeharper,,,"Portland, OR"
265,2015-03-06 09:26:59+00:00,573776782706352128,"RT @0xabad1dea: Certain threads:
👦 tech isn’t sexist
👧 yes it is
👦 no it isn’t
👧👧 yes it is
👦 no it isn’t
👧👧👧 yes it is
👦 no it isn’t
👧👧👧👧 …",randileeharper,,,"Portland, OR"
266,2015-03-06 20:27:48+00:00,573943079205400576,"OK, amazing and awesome folks that have emailed us. We're regrouping and discussing each email, will have responses out Soon™ :)",randileeharper,,,"Portland, OR"
267,2015-03-08 23:45:29+00:00,574717605845532672,RT @FLOSSWeekly: Just added to the schedule for April 8: Randi Harper - Online Abuse Prevention Initiative (http://on...: Just ... http://t…,randileeharper,,,"Portland, OR"
268,2015-03-10 02:56:38+00:00,575128098049404928,"SWF looking for long walks on the beach with a lightweight NoSQL/kv store. must have good ruby libs, serverless à la SQLite would be a plus.",randileeharper,,,"Portland, OR"
269,2015-03-10 04:44:42+00:00,575155291739713537,"I am grumpy over having to argue about if CNAMEs are allowed to have underscores.

It's in the freaking RFC. 😤",randileeharper,,,"Portland, OR"
270,2015-03-10 22:07:09+00:00,575417635388592128,Today's status: 👍😎,randileeharper,,,"Portland, OR"
271,2015-03-11 05:17:06+00:00,575525834754236418,@informationchef @dannyo152 ❤️❤️,randileeharper,,,"Portland, OR"
272,2015-03-12 18:54:49+00:00,576094009363337217,RT @petecheslock: @freebsdgirl did they just refer to a “data scientist” as an actual Scientists?,randileeharper,,,"Portland, OR"
273,2015-03-12 21:10:38+00:00,576128187161182208,"If I ever do get scared, you'll never know. 😘",randileeharper,,,"Portland, OR"
274,2015-03-13 00:39:44+00:00,576180808504848384,@ProoN ❤️,randileeharper,,,"Portland, OR"
275,2015-03-13 05:35:07+00:00,576255143101882368,"RT @Transition: @freebsdgirl just so I’m clear: you have dogs named Leo(nard?) and Nimoy?

LLAP.
:-)",randileeharper,,,"Portland, OR"
276,2015-03-13 20:34:25+00:00,576481461424934912,"RT @Leonard_Delaney: @freebsdgirl I know! Holy crud, I’m not worthy! Thank you. I hope you enjoy. Taken by Tetris Blocks addresses deep gam…",randileeharper,,,"Portland, OR"
277,2015-03-14 04:55:02+00:00,576607445692256256,"FLOSS Weekly, open source projects, and paying the bills http://t.co/qmdsDTfvya",randileeharper,,,"Portland, OR"
278,2015-01-29 00:28:16+00:00,560595245814267905,"""@panelrific: Let's go 🐧🐧🐧🐧🐧🐧😃""",MT8_9,,,Earth 
